,Unnamed: 0,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction,firstIntentionConsistFinalGoal
2,2,model2,7,4,7,10,13,7,"[1322, 1328, 1331, 1334, 1337, 1341, 1344, 1347, 1350, 1353, 1356, 1359, 1362]","[(13, 7), [12, 7], [11, 7], [10, 7], [11, 7], [10, 7], [9, 7], [8, 7], [9, 7], [8, 7], [8, 6], [8, 5], [7, 5], [7, 4]]","[(-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1)]","[4, 8]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",2,6,6,270,8
3,3,model2,5,3,5,11,11,7,"[1315, 1318, 1320, 1323, 1326, 1328, 1331, 1334, 1337, 1339]","[(11, 7), [11, 6], [10, 6], [9, 6], [8, 6], [8, 5], [7, 5], [6, 5], [6, 4], [6, 3], [5, 3]]","[(0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0)]","[1, 5]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",2,8,6,270,8
4,4,model2,3,5,11,5,7,12,"[1313, 1316, 1319, 1323, 1326, 1330, 1333, 1336, 1339, 1343, 1346]","[(7, 12), [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [6, 6], [5, 6], [4, 6], [3, 6], [3, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0,8,7,0,7
5,5,model2,3,2,11,2,7,10,"[1321, 1324, 1328, 1331, 1335, 1338, 1341, 1345, 1348, 1351, 1353, 1355]","[(7, 10), [6, 10], [6, 9], [6, 8], [6, 7], [6, 6], [6, 5], [6, 4], [5, 4], [5, 3], [4, 3], [4, 2], [3, 2]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0)]",[1],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",1,8,8,0,8
6,6,model2,4,10,10,10,7,2,"[1314, 1316, 1318, 1319, 1321, 1322, 1324, 1325, 1327, 1328, 1330]","[(7, 2), [7, 3], [7, 4], [8, 4], [8, 5], [8, 6], [8, 7], [8, 8], [8, 9], [9, 9], [9, 10], [10, 10]]","[(0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[3],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",1,6,8,180,9
7,7,model2,0,4,0,10,7,7,"[1314, 1319, 1325, 1330, 1336, 1343, 1347, 1351, 1354, 1358, 1361, 1364]","[(7, 7), [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [2, 6], [1, 6], [1, 5], [0, 5], [0, 4]]","[(1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1)]","[1, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,6,7,270,10
8,8,model2,5,7,9,7,7,0,"[1309, 1311, 1313, 1314, 1316, 1317, 1319, 1320, 1322]","[(7, 0), [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [6, 7], [5, 7]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,7,180,8
9,9,model2,5,8,9,8,7,14,"[1313, 1318, 1323, 1328, 1331, 1334, 1337, 1340]","[(7, 14), [7, 13], [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [6, 8], [5, 8]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 2, 1]",special,4,6,0,7
0,0,model3,1,3,1,11,7,7,"[1312, 1316, 1320, 1324, 1328, 1331, 1335, 1339, 1342, 1346]","[(7, 7), [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [2, 8], [2, 9], [2, 10], [1, 10], [1, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 2, 2, 2, 0, 2]",0,8,6,270,6
1,1,model3,4,3,10,3,7,11,"[1311, 1313, 1314, 1316, 1318, 1319, 1321, 1323, 1324, 1326, 1327, 1329, 1330]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [8, 4], [8, 3], [9, 3], [9, 4], [9, 3], [10, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, 1), (0, -1), (1, 0)]","[9, 11]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 2]",2,6,8,0,8
2,2,model3,9,4,9,10,2,7,"[1317, 1321, 1325, 1328, 1332, 1335, 1339, 1343, 1347, 1350, 1354, 1358]","[(2, 7), [3, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 8], [8, 9], [9, 9], [9, 10]]","[(1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",1,6,7,90,9
3,3,model3,5,10,9,10,7,4,"[1310, 1312, 1313, 1315, 1316, 1318, 1319, 1321]","[(7, 4), [6, 4], [6, 5], [6, 6], [6, 7], [6, 8], [6, 9], [6, 10], [5, 10]]","[(-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]",[1],"[0, 0, 0, 0, 0, 0, 0, 1]",1,4,6,180,8
4,4,model3,10,3,10,11,2,7,"[1308, 1310, 1311, 1313, 1314, 1316, 1318, 1319, 1321, 1322, 1324, 1325, 1327, 1329]","[(2, 7), [1, 7], [2, 7], [3, 7], [4, 7], [4, 8], [5, 8], [6, 8], [7, 8], [8, 8], [8, 9], [9, 9], [9, 10], [9, 11], [10, 11]]","[(-1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0)]","[1, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0]",2,8,8,90,10
5,5,model3,4,14,10,14,7,8,"[1308, 1309, 1311, 1312, 1317, 1321, 1326, 1330, 1334]","[(7, 8), [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [6, 13], [5, 13], [5, 14], [4, 14]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,6,180,6
6,6,model3,5,11,9,11,7,3,"[1321, 1324, 1328, 1332, 1336, 1339, 1342, 1344, 1345, 1347, 1349, 1350]","[(7, 3), [7, 4], [7, 5], [8, 5], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [6, 11], [5, 11]]","[(0, 1), (0, 1), (1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]","[3, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,4,8,180,11
7,7,model3,5,3,9,3,7,10,"[1313, 1316, 1318, 1321, 1324, 1328, 1331, 1334, 1336]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [8, 3], [9, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,0,8
8,8,model3,7,3,7,11,0,7,"[1311, 1313, 1315, 1318, 1320, 1323, 1325, 1327, 1329, 1331, 1332, 1334, 1336]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [4, 7], [5, 7], [6, 7], [6, 6], [6, 5], [6, 4], [6, 3], [7, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",1,8,7,90,9
9,9,model3,14,4,14,10,8,7,"[1311, 1314, 1317, 1320, 1323, 1326, 1329, 1332, 1335]","[(8, 7), [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [13, 6], [13, 5], [14, 5], [14, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, -1), (1, 0), (0, -1)]",[6],"[0, 0, 0, 0, 0, 2, 1, 0, 1]",special,6,6,90,6
0,0,model16,9,3,9,11,2,7,"[1312, 1316, 1320, 1322, 1324, 1326, 1330, 1331, 1333, 1334, 1336, 1337, 1339, 1340, 1342]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 8], [8, 9], [7, 9], [8, 9], [8, 10], [8, 11], [9, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (-1, 0), (1, 0), (0, 1), (0, 1), (1, 0)]","[11, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 2, 0]",2,8,7,90,9
1,1,model16,4,4,4,10,10,7,"[1306, 1308, 1309, 1310, 1312, 1313, 1314, 1316, 1317]","[(10, 7), [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [5, 6], [5, 5], [4, 5], [4, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,6,270,6
2,2,model16,5,10,9,10,7,3,"[1312, 1313, 1314, 1316, 1317, 1318, 1319, 1320, 1322]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [6, 8], [6, 9], [6, 10], [5, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 1]",1,4,7,180,9
3,3,model16,4,3,4,11,12,7,"[1313, 1318, 1323, 1327, 1332, 1337, 1342, 1346, 1352, 1357, 1362, 1367]","[(12, 7), [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 8], [6, 8], [6, 9], [5, 9], [5, 10], [5, 11], [4, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0)]",[6],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0]",1,8,8,270,8
4,4,model16,5,12,9,12,7,4,"[1308, 1309, 1310, 1312, 1313, 1314, 1315, 1316, 1317, 1319]","[(7, 4), [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [6, 12], [5, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,8,180,9
5,5,model16,10,4,10,10,2,7,"[1306, 1307, 1309, 1310, 1311, 1312, 1313, 1314, 1316, 1317, 1318]","[(2, 7), [3, 7], [4, 7], [5, 7], [5, 8], [6, 8], [7, 8], [8, 8], [9, 8], [10, 8], [10, 9], [10, 10]]","[(1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]","[9, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",2,6,8,90,9
6,6,model16,2,3,2,11,8,7,"[1308, 1310, 1311, 1312, 1313, 1315, 1316, 1317, 1318, 1319, 1321, 1322, 1323, 1324]","[(8, 7), [7, 7], [6, 7], [5, 7], [6, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 8], [3, 9], [3, 10], [2, 10], [2, 11]]","[(-1, 0), (-1, 0), (-1, 0), (1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1)]","[5, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2]",2,8,6,270,10
7,7,model16,7,5,7,9,1,7,"[1309, 1311, 1313, 1315, 1317, 1319, 1321, 1324]","[(1, 7), [2, 7], [3, 7], [4, 7], [4, 8], [5, 8], [6, 8], [7, 8], [7, 9]]","[(1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1)]",[4],"[0, 0, 0, 0, 0, 0, 0, 2]",1,4,6,90,8
8,8,model16,12,4,12,10,5,7,"[1314, 1316, 1319, 1320, 1322, 1323, 1325, 1326, 1328, 1329]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 8], [11, 9], [12, 9], [12, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,7,90,7
9,9,model16,11,4,11,10,4,7,"[1306, 1308, 1309, 1310, 1312, 1313, 1314, 1316, 1318, 1320]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 8], [10, 9], [11, 9], [11, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1), (1, 0), (0, 1)]",[7],"[0, 0, 0, 0, 0, 0, 1, 2, 0, 2]",special,6,7,90,7
0,0,model28,5,4,9,4,7,12,"[1307, 1309, 1310, 1312, 1314, 1315, 1317, 1319, 1320, 1322]","[(7, 12), [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [6, 4], [5, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,8,0,9
1,1,model28,3,6,11,6,7,14,"[1308, 1311, 1313, 1315, 1318, 1320, 1324, 1326, 1328, 1329, 1331, 1332, 1334, 1336]","[(7, 14), [7, 13], [7, 12], [7, 11], [7, 10], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 6]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",1,8,8,0,10
2,2,model28,10,5,10,9,4,7,"[1308, 1310, 1311, 1313, 1315, 1316, 1318, 1319, 1321, 1323]","[(4, 7), [5, 7], [6, 7], [6, 6], [7, 6], [8, 6], [9, 6], [10, 6], [9, 6], [10, 6], [10, 5]]","[(1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (0, -1)]","[8, 3]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,4,6,90,8
3,3,model28,3,8,11,8,7,1,"[1310, 1313, 1316, 1321, 1324, 1326, 1329, 1332, 1335, 1338, 1340, 1343, 1347]","[(7, 1), [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 6], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]",[7],"[0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 1, 1, 0]",1,8,7,180,7
4,4,model28,3,5,11,5,7,11,"[1311, 1314, 1317, 1319, 1322, 1325, 1327, 1330, 1332, 1334, 1336, 1338]","[(7, 11), [7, 10], [7, 9], [7, 10], [7, 9], [7, 8], [6, 8], [6, 7], [5, 7], [5, 6], [4, 6], [3, 6], [3, 5]]","[(0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1)]","[3, 6]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",2,8,6,0,8
5,5,model28,5,3,9,3,7,10,"[1310, 1312, 1314, 1316, 1318, 1319, 1321, 1323, 1324]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [8, 3], [9, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,0,8
6,6,model28,9,4,9,10,1,7,"[1307, 1309, 1311, 1312, 1314, 1315, 1317, 1318, 1320, 1322, 1323, 1325, 1327]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 8], [8, 7], [8, 6], [8, 5], [9, 5], [9, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 1, 0, 1]",1,6,8,90,8
7,7,model28,4,4,10,4,7,10,"[1307, 1309, 1311, 1313, 1314, 1316, 1318, 1319, 1321]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [6, 5], [5, 5], [5, 4], [4, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,6,0,6
8,8,model28,3,4,3,10,10,7,"[1309, 1312, 1315, 1318, 1322, 1325, 1329, 1333, 1334, 1336]","[(10, 7), [10, 6], [9, 6], [8, 6], [7, 6], [6, 6], [5, 6], [5, 5], [4, 5], [3, 5], [3, 4]]","[(0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, -1)]","[1, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,6,7,270,10
9,9,model28,13,5,13,9,5,7,"[1309, 1311, 1313, 1315, 1317, 1319, 1320, 1322, 1324, 1326]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [13, 8], [13, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2]",special,4,8,90,9
0,0,model14,8,5,8,9,1,7,"[1313, 1317, 1321, 1324, 1326, 1329, 1331, 1334, 1337, 1339, 1342]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [5, 8], [6, 8], [6, 7], [7, 7], [8, 7], [8, 8], [8, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, -1), (1, 0), (1, 0), (0, 1), (0, 1)]","[5, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",2,4,7,90,10
1,1,model14,3,8,11,8,7,2,"[1315, 1320, 1326, 1331, 1335, 1341, 1344, 1347, 1349, 1352]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0,8,6,180,6
2,2,model14,4,1,10,1,7,9,"[1308, 1311, 1314, 1317, 1320, 1323, 1325, 1328, 1330, 1333, 1336, 1338, 1341]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [6, 2], [5, 2], [5, 1], [6, 1], [5, 1], [4, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (1, 0), (-1, 0), (-1, 0)]",[11],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1]",1,6,8,0,8
3,3,model14,4,5,4,9,12,7,"[1308, 1310, 1311, 1314, 1316, 1319, 1321, 1323, 1325, 1326, 1327, 1328]","[(12, 7), [11, 7], [10, 7], [9, 7], [9, 6], [8, 6], [7, 6], [7, 7], [6, 7], [5, 7], [4, 7], [4, 6], [4, 5]]","[(-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1)]","[7, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,4,8,270,11
4,4,model14,11,3,11,11,3,7,"[1311, 1314, 1317, 1318, 1320, 1322, 1323, 1324, 1326, 1327, 1329, 1332, 1333, 1335]","[(3, 7), [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 6], [9, 6], [9, 5], [10, 5], [10, 4], [11, 4], [11, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (-1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]",1,8,8,90,8
5,5,model14,3,11,11,11,7,4,"[1308, 1310, 1311, 1312, 1313, 1314, 1315, 1316, 1318, 1319, 1320]","[(7, 4), [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [6, 10], [5, 10], [4, 10], [4, 11], [3, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",0,8,7,180,7
6,6,model14,5,6,9,6,7,0,"[1315, 1318, 1320, 1322, 1323, 1324, 1326, 1327, 1328, 1329]","[(7, 0), [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 4], [7, 5], [7, 6], [8, 6], [9, 6]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (1, 0), (1, 0)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,4,6,180,9
7,7,model14,4,1,10,1,7,8,"[1311, 1313, 1315, 1318, 1320, 1323, 1325, 1328, 1330, 1332]","[(7, 8), [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [8, 2], [9, 2], [9, 1], [10, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,7,0,7
8,8,model14,12,4,12,10,6,7,"[1307, 1308, 1310, 1311, 1312, 1313, 1314, 1316, 1317, 1319, 1320, 1321, 1323]","[(6, 7), [7, 7], [8, 7], [9, 7], [8, 7], [9, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 8], [11, 9], [12, 9], [12, 10]]","[(1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1)]","[6, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",2,6,6,90,10
9,9,model14,3,11,11,11,7,3,"[1308, 1310, 1311, 1312, 1313, 1314, 1316, 1318, 1319, 1321, 1322, 1323]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [8, 10], [9, 10], [10, 10], [10, 11], [11, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[8],"[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 2]",special,8,8,180,8
0,0,model1,3,10,11,10,7,2,"[1317, 1322, 1328, 1333, 1335, 1338, 1341, 1344, 1346, 1349, 1352, 1355]","[(7, 2), [6, 2], [6, 3], [6, 4], [6, 5], [6, 6], [6, 7], [6, 8], [5, 8], [5, 9], [4, 9], [3, 9], [3, 10]]","[(-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1)]",[1],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",1,8,8,180,8
1,1,model1,10,4,10,10,2,7,"[1315, 1318, 1322, 1325, 1327, 1331, 1334, 1337, 1340, 1343, 1345]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 8], [9, 9], [10, 9], [10, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,8,90,8
2,2,model1,4,4,10,4,7,10,"[1315, 1318, 1321, 1324, 1327, 1330, 1333, 1336, 1339, 1342, 1344]","[(7, 10), [7, 9], [7, 8], [8, 8], [8, 7], [8, 6], [8, 5], [9, 5], [8, 5], [9, 5], [9, 4], [10, 4]]","[(0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (-1, 0), (1, 0), (0, -1), (1, 0)]","[8, 3]","[0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2]",2,6,6,0,7
3,3,model1,5,8,9,8,7,1,"[1315, 1318, 1322, 1325, 1328, 1330, 1332, 1334, 1337]","[(7, 1), [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [8, 8], [9, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,180,8
4,4,model1,6,5,6,9,12,7,"[1312, 1315, 1318, 1321, 1325, 1328, 1331, 1334]","[(12, 7), [11, 7], [10, 7], [10, 8], [9, 8], [8, 8], [7, 8], [6, 8], [6, 9]]","[(-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 2]",1,4,6,270,8
